date,actual_balances_bln,required_reserves_bln,accounting_reserves_bln,ruonia
2018-08-13,1183.44,1100.82,198.15,6.522
2018-08-14,1220.76,1100.43,198.08,6.391
2018-08-15,1197.76,1100.01,198.0,6.555
2018-08-16,1169.82,1099.58,197.92,6.577
2018-08-17,1178.01,1099.13,197.84,6.71
2018-08-18,1229.02,1098.67,197.76,6.728
2018-08-19,1268.95,1098.19,197.67,6.509
2018-08-20,1240.43,1097.69,197.59,6.469
2018-08-21,1239.32,1097.19,197.49,6.582
2018-08-22,1163.47,1096.66,197.4,6.567
2018-08-23,1219.69,1096.13,197.3,6.836
2018-08-24,1267.48,1095.58,197.2,6.743
2018-08-25,1252.75,1095.02,197.1,7.022
2018-08-26,1186.19,1094.45,197.0,6.435
2018-08-27,1224.35,1093.87,196.9,6.607
2018-08-28,1210.19,1093.28,196.79,6.459
2018-08-29,1280.34,1092.68,196.68,6.607
2018-08-30,1254.56,1092.08,196.57,6.755
2018-08-31,1238.9,1091.47,196.46,6.471
2018-09-01,1262.96,1090.85,196.35,6.719
2018-09-02,1210.78,1090.23,196.24,6.826
2018-09-03,1249.43,1089.6,196.13,6.483
2018-09-04,1278.26,1088.97,196.01,6.582
2018-09-05,1228.99,1088.34,195.9,6.497
2018-09-06,1169.25,1087.7,195.79,6.427
2018-09-07,1203.68,1087.07,195.67,6.391
2018-09-08,1232.9,1086.43,195.56,6.129
2018-09-09,1175.92,1085.8,195.44,6.387
2018-09-10,1208.69,1085.16,195.33,6.238
2018-09-11,1199.69,1084.53,195.22,6.145
2018-09-12,1229.54,1083.91,195.1,6.356
2018-09-13,1179.59,1083.28,194.99,6.345
2018-09-14,1173.22,1082.67,194.88,6.367
2018-09-15,1187.97,1082.05,194.77,6.446
2018-09-16,1132.28,1081.45,194.66,6.122
2018-09-17,1149.33,1080.85,194.55,6.351
2018-09-18,1207.62,1080.26,194.45,6.324
2018-09-19,1209.01,1079.68,194.34,6.488
2018-09-20,1226.33,1079.11,194.24,6.874
2018-09-21,1216.82,1078.55,194.14,6.795
2018-09-22,1186.56,1078.01,194.04,6.615
2018-09-23,1205.95,1077.47,193.94,6.402
2018-09-24,1237.13,1076.95,193.85,6.396
2018-09-25,1188.85,1076.44,193.76,6.486
2018-09-26,1214.39,1075.94,193.67,6.558
2018-09-27,1212.07,1075.46,193.58,6.62
2018-09-28,1220.89,1075.0,193.5,6.645
2018-09-29,1192.92,1074.55,193.42,6.569
2018-09-30,1266.6,1074.12,193.34,6.334
2018-10-01,1225.26,1073.71,193.27,6.391
2018-10-02,1271.26,1073.31,193.2,6.582
2018-10-03,1240.76,1072.93,193.13,6.386
2018-10-04,1245.52,1072.58,193.06,6.606
2018-10-05,1289.71,1072.24,193.0,6.55
2018-10-06,1287.33,1071.92,192.95,6.608
2018-10-07,1271.1,1071.62,192.89,6.463
2018-10-08,1212.82,1071.35,192.84,6.384
2018-10-09,1187.85,1071.09,192.8,6.288
2018-10-10,1190.74,1070.86,192.76,6.149
2018-10-11,1171.85,1070.65,192.72,6.467
2018-10-12,1200.69,1070.46,192.68,6.315
2018-10-13,1159.1,1070.3,192.65,6.287
2018-10-14,1200.01,1070.16,192.63,6.309
2018-10-15,1153.09,1070.04,192.61,6.161
2018-10-16,1153.21,1069.95,192.59,6.349
2018-10-17,1162.51,1069.87,192.58,6.23
2018-10-18,1210.02,1069.83,192.57,6.58
2018-10-19,1197.5,1069.81,192.56,6.599
2018-10-20,1199.08,1069.81,192.57,6.559
2018-10-21,1216.39,1069.83,192.57,6.676
2018-10-22,1180.57,1069.88,192.58,6.569
2018-10-23,1192.3,1069.96,192.59,6.722
2018-10-24,1196.74,1070.06,192.61,6.872
2018-10-25,1218.42,1070.18,192.63,6.559
2018-10-26,1201.42,1070.33,192.66,6.715
2018-10-27,1248.79,1070.5,192.69,6.516
2018-10-28,1211.88,1070.7,192.73,6.482
2018-10-29,1217.1,1070.92,192.76,6.451
2018-10-30,1225.95,1071.16,192.81,6.425
2018-10-31,1208.22,1071.43,192.86,6.509
2018-11-01,1221.63,1071.72,192.91,6.702
2018-11-02,1239.5,1072.03,192.97,6.599
2018-11-03,1282.1,1072.36,193.03,6.798
2018-11-04,1261.29,1072.72,193.09,6.507
2018-11-05,1185.04,1073.1,193.16,6.656
2018-11-06,1225.01,1073.5,193.23,6.291
2018-11-07,1233.02,1073.92,193.31,6.439
2018-11-08,1225.91,1074.37,193.39,6.36
2018-11-09,1177.51,1074.83,193.47,6.747
2018-11-10,1182.04,1075.31,193.56,6.63
2018-11-11,1228.34,1075.82,193.65,6.452
2018-11-12,1188.3,1076.34,193.74,6.208
2018-11-13,1170.97,1076.87,193.84,6.422
2018-11-14,1186.12,1077.43,193.94,6.349
2018-11-15,1185.84,1078.0,194.04,6.745
2018-11-16,1144.66,1078.59,194.15,6.695
2018-11-17,1156.11,1079.2,194.26,6.563
2018-11-18,1236.5,1079.82,194.37,6.431
2018-11-19,1186.44,1080.45,194.48,6.56
2018-11-20,1209.32,1081.1,194.6,6.789
2018-11-21,1182.99,1081.76,194.72,6.939
2018-11-22,1185.8,1082.44,194.84,7.014
2018-11-23,1196.48,1083.12,194.96,6.719
2018-11-24,1222.26,1083.82,195.09,6.902
2018-11-25,1208.95,1084.52,195.21,6.91
2018-11-26,1207.26,1085.23,195.34,6.545
2018-11-27,1229.18,1085.96,195.47,6.772
2018-11-28,1210.09,1086.69,195.6,6.894
2018-11-29,1252.53,1087.42,195.74,6.913
2018-11-30,1275.95,1088.17,195.87,6.757
2018-12-01,1257.16,1088.92,196.0,6.896
2018-12-02,1261.87,1089.67,196.14,6.819
2018-12-03,1281.26,1090.42,196.28,6.797
2018-12-04,1234.17,1091.18,196.41,6.777
2018-12-05,1295.19,1091.94,196.55,6.881
2018-12-06,1284.87,1092.7,196.69,6.768
2018-12-07,1215.73,1093.46,196.82,6.856
2018-12-08,1216.12,1094.22,196.96,6.723
2018-12-09,1233.94,1094.98,197.1,6.635
2018-12-10,1251.23,1095.74,197.23,6.652
2018-12-11,1232.69,1096.49,197.37,6.441
2018-12-12,1158.95,1097.24,197.5,6.818
2018-12-13,1213.1,1097.98,197.64,6.851
2018-12-14,1251.06,1098.71,197.77,6.886
2018-12-15,1201.69,1099.45,197.9,6.954
2018-12-16,1156.17,1100.17,198.03,6.529
2018-12-17,1181.71,1100.88,198.16,6.484
2018-12-18,1211.91,1101.59,198.29,7.035
2018-12-19,1262.7,1102.28,198.41,7.091
2018-12-20,1211.16,1102.97,198.53,7.202
2018-12-21,1231.73,1103.64,198.66,7.157
2018-12-22,1210.55,1104.3,198.77,7.25
2018-12-23,1218.2,1104.95,198.89,7.208
2018-12-24,1265.18,1105.58,199.01,7.112
2018-12-25,1238.41,1106.2,199.12,7.053
2018-12-26,1228.76,1106.81,199.23,6.922
2018-12-27,1221.87,1107.4,199.33,7.357
2018-12-28,1212.74,1107.97,199.43,7.443
2018-12-29,1233.82,1108.53,199.54,7.332
2018-12-30,1271.53,1109.07,199.63,7.074
2018-12-31,1298.34,1109.59,199.73,7.218
2019-01-01,1271.82,1110.09,199.82,7.272
2019-01-02,1325.46,1110.57,199.9,7.446
2019-01-03,1281.0,1111.04,199.99,7.244
2019-01-04,1296.31,1111.48,200.07,7.353
2019-01-05,1281.25,1111.9,200.14,7.428
2019-01-06,1328.83,1112.3,200.21,7.271
2019-01-07,1353.71,1112.68,200.28,7.088
2019-01-08,1197.82,1113.04,200.35,7.053
2019-01-09,1226.54,1113.37,200.41,7.162
2019-01-10,1258.22,1113.69,200.46,7.194
2019-01-11,1193.64,1113.98,200.52,7.241
2019-01-12,1232.08,1114.24,200.56,7.141
2019-01-13,1239.95,1114.49,200.61,7.275
2019-01-14,1207.87,1114.71,200.65,6.947
2019-01-15,1211.25,1114.9,200.68,7.015
2019-01-16,1231.09,1115.07,200.71,7.177
2019-01-17,1228.94,1115.22,200.74,7.371
2019-01-18,1249.23,1115.34,200.76,7.367
2019-01-19,1234.43,1115.44,200.78,7.347
2019-01-20,1222.67,1115.52,200.79,7.184
2019-01-21,1262.54,1115.57,200.8,7.39
2019-01-22,1210.45,1115.6,200.81,7.282
2019-01-23,1236.11,1115.6,200.81,7.46
2019-01-24,1246.39,1115.57,200.8,7.675
2019-01-25,1236.84,1115.53,200.8,7.549
2019-01-26,1258.99,1115.46,200.78,7.61
2019-01-27,1315.12,1115.36,200.77,7.471
2019-01-28,1262.58,1115.24,200.74,7.544
2019-01-29,1262.63,1115.1,200.72,7.55
2019-01-30,1301.61,1114.94,200.69,7.499
2019-01-31,1291.39,1114.75,200.66,7.651
2019-02-01,1324.12,1114.54,200.62,7.826
2019-02-02,1301.64,1114.31,200.58,7.704
2019-02-03,1297.07,1114.05,200.53,7.413
2019-02-04,1266.59,1113.78,200.48,7.615
2019-02-05,1202.1,1113.48,200.43,7.186
2019-02-06,1197.78,1113.16,200.37,7.573
2019-02-07,1245.43,1112.83,200.31,7.615
2019-02-08,1204.55,1112.47,200.24,7.556
2019-02-09,1258.2,1112.09,200.18,7.495
2019-02-10,1226.07,1111.7,200.11,7.374
2019-02-11,1213.83,1111.28,200.03,7.435
2019-02-12,1193.65,1110.85,199.95,7.338
2019-02-13,1218.42,1110.4,199.87,7.498
2019-02-14,1179.35,1109.94,199.79,7.661
2019-02-15,1167.79,1109.46,199.7,7.517
2019-02-16,1208.45,1108.97,199.61,7.465
2019-02-17,1183.64,1108.46,199.52,7.317
2019-02-18,1235.14,1107.93,199.43,7.537
2019-02-19,1250.06,1107.4,199.33,7.473
2019-02-20,1233.12,1106.85,199.23,7.866
2019-02-21,1239.75,1106.29,199.13,8.082
2019-02-22,1213.23,1105.72,199.03,8.063
2019-02-23,1278.08,1105.14,198.93,7.65
2019-02-24,1222.5,1104.55,198.82,7.852
2019-02-25,1273.44,1103.95,198.71,7.889
2019-02-26,1240.05,1103.35,198.6,7.69
2019-02-27,1267.77,1102.74,198.49,7.842
2019-02-28,1272.51,1102.12,198.38,7.674
2019-03-01,1288.17,1101.5,198.27,7.973
2019-03-02,1250.97,1100.87,198.16,7.765
2019-03-03,1299.27,1100.24,198.04,7.836
2019-03-04,1321.73,1099.61,197.93,7.577
2019-03-05,1279.99,1098.97,197.81,7.854
2019-03-06,1289.88,1098.34,197.7,7.996
2019-03-07,1279.73,1097.7,197.59,7.862
2019-03-08,1214.33,1097.07,197.47,7.594
2019-03-09,1258.82,1096.43,197.36,7.423
2019-03-10,1196.81,1095.8,197.24,7.568
2019-03-11,1194.52,1095.18,197.13,7.481
2019-03-12,1245.74,1094.55,197.02,7.388
2019-03-13,1218.01,1093.94,196.91,7.711
2019-03-14,1244.03,1093.32,196.8,7.685
2019-03-15,1179.99,1092.72,196.69,7.633
2019-03-16,1184.9,1092.12,196.58,7.645
2019-03-17,1159.82,1091.53,196.48,7.757
2019-03-18,1240.05,1090.95,196.37,7.9
2019-03-19,1191.02,1090.38,196.27,7.834
2019-03-20,1239.14,1089.82,196.17,8.005
2019-03-21,1226.33,1089.28,196.07,7.873
2019-03-22,1214.37,1088.74,195.97,8.038
2019-03-23,1204.9,1088.22,195.88,8.0
2019-03-24,1193.14,1087.71,195.79,7.841
2019-03-25,1229.68,1087.21,195.7,7.897
2019-03-26,1190.19,1086.73,195.61,7.772
2019-03-27,1230.82,1086.27,195.53,8.007
2019-03-28,1269.96,1085.82,195.45,8.091
2019-03-29,1262.7,1085.39,195.37,7.695
2019-03-30,1203.27,1084.98,195.3,8.135
2019-03-31,1231.33,1084.58,195.22,7.54
2019-04-01,1259.24,1084.2,195.16,7.778
2019-04-02,1255.02,1083.85,195.09,7.995
2019-04-03,1231.86,1083.51,195.03,7.912
2019-04-04,1276.42,1083.19,194.97,7.852
2019-04-05,1271.97,1082.89,194.92,7.916
2019-04-06,1317.34,1082.62,194.87,8.115
2019-04-07,1271.32,1082.36,194.83,7.674
2019-04-08,1232.8,1082.13,194.78,7.735
2019-04-09,1177.97,1081.92,194.75,7.611
2019-04-10,1180.56,1081.73,194.71,7.551
2019-04-11,1215.07,1081.57,194.68,7.701
2019-04-12,1217.89,1081.43,194.66,7.666
2019-04-13,1166.91,1081.31,194.64,7.836
2019-04-14,1181.73,1081.22,194.62,7.731
2019-04-15,1143.64,1081.14,194.61,7.38
2019-04-16,1162.78,1081.1,194.6,7.555
2019-04-17,1178.12,1081.08,194.59,7.575
2019-04-18,1213.59,1081.08,194.59,8.159
2019-04-19,1211.92,1081.1,194.6,7.858
2019-04-20,1187.81,1081.15,194.61,8.155
2019-04-21,1194.91,1081.23,194.62,7.868
2019-04-22,1245.75,1081.33,194.64,7.674
2019-04-23,1208.06,1081.45,194.66,7.748
2019-04-24,1185.29,1081.6,194.69,7.807
2019-04-25,1202.79,1081.77,194.72,7.824
2019-04-26,1178.34,1081.97,194.75,8.003
2019-04-27,1196.17,1082.19,194.79,7.785
2019-04-28,1254.44,1082.43,194.84,7.579
2019-04-29,1228.2,1082.7,194.89,7.736
2019-04-30,1280.25,1082.99,194.94,7.579
2019-05-01,1244.09,1083.3,194.99,7.778
2019-05-02,1252.83,1083.63,195.05,7.831
2019-05-03,1274.75,1083.99,195.12,7.849
2019-05-04,1208.2,1084.37,195.19,8.134
2019-05-05,1276.9,1084.77,195.26,7.807
2019-05-06,1205.56,1085.19,195.34,7.519
2019-05-07,1242.26,1085.64,195.41,7.289
2019-05-08,1232.29,1086.1,195.5,7.495
2019-05-09,1186.16,1086.58,195.58,7.671
2019-05-10,1237.02,1087.09,195.68,7.534
2019-05-11,1201.14,1087.61,195.77,7.705
2019-05-12,1183.0,1088.14,195.87,7.357
2019-05-13,1202.18,1088.7,195.97,7.406
2019-05-14,1187.54,1089.27,196.07,7.381
2019-05-15,1219.47,1089.86,196.18,7.541
2019-05-16,1186.52,1090.47,196.28,7.515
2019-05-17,1177.02,1091.09,196.4,7.57
2019-05-18,1256.17,1091.72,196.51,7.762
2019-05-19,1254.92,1092.37,196.63,7.607
2019-05-20,1243.56,1093.03,196.75,7.69
2019-05-21,1254.15,1093.71,196.87,7.671
2019-05-22,1234.24,1094.39,196.99,7.701
2019-05-23,1223.89,1095.09,197.12,7.729
2019-05-24,1248.32,1095.79,197.24,7.886
2019-05-25,1221.4,1096.5,197.37,7.699
2019-05-26,1227.89,1097.23,197.5,7.594
2019-05-27,1270.08,1097.96,197.63,7.58
2019-05-28,1274.04,1098.69,197.77,7.78
2019-05-29,1245.2,1099.44,197.9,7.484
2019-05-30,1243.02,1100.19,198.03,7.806
2019-05-31,1293.13,1100.94,198.17,7.495
2019-06-01,1286.48,1101.69,198.3,7.684
2019-06-02,1283.45,1102.45,198.44,7.75
2019-06-03,1276.47,1103.21,198.58,7.555
2019-06-04,1297.02,1103.97,198.71,7.526
2019-06-05,1224.32,1104.73,198.85,7.256
2019-06-06,1213.98,1105.49,198.99,7.394
2019-06-07,1233.82,1106.25,199.12,7.369
2019-06-08,1237.73,1107.01,199.26,7.24
2019-06-09,1223.04,1107.76,199.4,7.201
2019-06-10,1249.17,1108.51,199.53,7.195
2019-06-11,1254.31,1109.25,199.66,7.087
2019-06-12,1242.82,1109.99,199.8,7.149
2019-06-13,1210.01,1110.72,199.93,7.15
2019-06-14,1226.66,1111.44,200.06,7.368
2019-06-15,1205.31,1112.15,200.19,7.321
2019-06-16,1169.91,1112.86,200.31,7.185
2019-06-17,1205.63,1113.55,200.44,7.207
2019-06-18,1258.31,1114.24,200.56,7.36
2019-06-19,1307.22,1114.91,200.68,7.463
2019-06-20,1278.33,1115.57,200.8,7.518
2019-06-21,1259.26,1116.22,200.92,7.479
2019-06-22,1247.81,1116.85,201.03,7.36
2019-06-23,1246.11,1117.47,201.15,7.591
2019-06-24,1222.07,1118.08,201.25,7.205
2019-06-25,1208.97,1118.67,201.36,7.186
2019-06-26,1232.43,1119.24,201.46,7.385
2019-06-27,1256.13,1119.8,201.56,7.429
2019-06-28,1217.36,1120.34,201.66,7.238
2019-06-29,1258.9,1120.86,201.75,7.475
2019-06-30,1273.02,1121.36,201.84,7.23
2019-07-01,1281.43,1121.84,201.93,7.042
2019-07-02,1279.11,1122.31,202.01,7.325
2019-07-03,1293.15,1122.75,202.09,7.324
2019-07-04,1344.8,1123.17,202.17,7.163
2019-07-05,1326.62,1123.57,202.24,7.535
2019-07-06,1303.68,1123.95,202.31,7.335
2019-07-07,1317.06,1124.31,202.38,7.156
2019-07-08,1249.02,1124.64,202.44,7.032
2019-07-09,1232.32,1124.96,202.49,6.867
2019-07-10,1230.38,1125.25,202.54,6.911
2019-07-11,1266.23,1125.51,202.59,6.901
2019-07-12,1230.23,1125.76,202.64,7.058
2019-07-13,1209.81,1125.98,202.68,6.979
2019-07-14,1226.59,1126.17,202.71,6.825
2019-07-15,1223.27,1126.34,202.74,6.663
2019-07-16,1170.2,1126.49,202.77,6.781
2019-07-17,1205.73,1126.61,202.79,6.823
2019-07-18,1289.15,1126.71,202.81,6.988
2019-07-19,1274.1,1126.79,202.82,6.979
2019-07-20,1308.27,1126.84,202.83,7.158
2019-07-21,1282.95,1126.87,202.84,6.68
2019-07-22,1284.81,1126.87,202.84,6.951
2019-07-23,1313.48,1126.84,202.83,6.877
2019-07-24,1268.95,1126.8,202.82,7.158
2019-07-25,1257.71,1126.73,202.81,7.009
2019-07-26,1278.75,1126.63,202.79,7.155
2019-07-27,1249.46,1126.52,202.77,6.964
2019-07-28,1269.6,1126.37,202.75,6.927
2019-07-29,1259.24,1126.21,202.72,6.937
2019-07-30,1289.02,1126.02,202.68,6.801
2019-07-31,1272.92,1125.81,202.65,7.044
2019-08-01,1279.06,1125.58,202.6,6.873
2019-08-02,1309.79,1125.32,202.56,7.036
2019-08-03,1303.52,1125.05,202.51,7.047
2019-08-04,1269.05,1124.75,202.46,6.918
2019-08-05,1213.19,1124.43,202.4,6.755
2019-08-06,1222.4,1124.1,202.34,6.442
2019-08-07,1229.19,1123.74,202.27,6.437
2019-08-08,1257.21,1123.36,202.21,6.551
2019-08-09,1250.89,1122.97,202.13,6.759
2019-08-10,1266.06,1122.55,202.06,6.676
2019-08-11,1254.43,1122.12,201.98,6.533
2019-08-12,1255.59,1121.67,201.9,6.322
2019-08-13,1238.65,1121.21,201.82,6.559
2019-08-14,1222.53,1120.73,201.73,6.389
2019-08-15,1234.42,1120.24,201.64,6.744
2019-08-16,1222.77,1119.73,201.55,6.959
2019-08-17,1203.42,1119.2,201.46,6.597
2019-08-18,1286.29,1118.67,201.36,6.778
2019-08-19,1200.76,1118.12,201.26,6.586
2019-08-20,1241.1,1117.56,201.16,6.439
2019-08-21,1237.16,1116.99,201.06,6.654
2019-08-22,1267.04,1116.41,200.95,6.666
2019-08-23,1275.51,1115.82,200.85,6.635
2019-08-24,1209.77,1115.22,200.74,6.953
2019-08-25,1274.88,1114.62,200.63,6.685
2019-08-26,1221.53,1114.01,200.52,6.636
2019-08-27,1226.78,1113.39,200.41,6.566
2019-08-28,1252.24,1112.77,200.3,6.654
2019-08-29,1256.55,1112.14,200.19,6.862
2019-08-30,1235.78,1111.51,200.07,6.755
2019-08-31,1290.93,1110.88,199.96,6.762
2019-09-01,1297.91,1110.24,199.84,6.581
2019-09-02,1311.94,1109.61,199.73,6.504
2019-09-03,1284.18,1108.97,199.61,6.389
2019-09-04,1296.77,1108.34,199.5,6.393
2019-09-05,1229.64,1107.7,199.39,6.422
2019-09-06,1268.73,1107.07,199.27,6.474
2019-09-07,1169.06,1106.45,199.16,6.254
2019-09-08,1208.7,1105.82,199.05,6.312
2019-09-09,1226.77,1105.21,198.94,6.264
2019-09-10,1198.33,1104.59,198.83,6.013
2019-09-11,1210.93,1103.99,198.72,6.236
2019-09-12,1207.28,1103.39,198.61,6.469
2019-09-13,1188.32,1102.8,198.5,6.482
2019-09-14,1196.53,1102.22,198.4,6.239
2019-09-15,1201.14,1101.65,198.3,6.306
2019-09-16,1174.53,1101.09,198.2,6.352
2019-09-17,1162.66,1100.55,198.1,6.339
2019-09-18,1232.66,1100.01,198.0,6.559
2019-09-19,1230.84,1099.49,197.91,6.59
2019-09-20,1188.64,1098.98,197.82,6.587
2019-09-21,1234.38,1098.48,197.73,6.662
2019-09-22,1213.08,1098.0,197.64,6.541
2019-09-23,1251.04,1097.54,197.56,6.537
2019-09-24,1238.04,1097.09,197.48,6.495
2019-09-25,1253.92,1096.66,197.4,6.654
2019-09-26,1210.3,1096.25,197.32,6.643
2019-09-27,1229.76,1095.85,197.25,6.744
2019-09-28,1216.78,1095.47,197.19,6.7
2019-09-29,1235.27,1095.12,197.12,6.411
2019-09-30,1285.22,1094.78,197.06,6.236
2019-10-01,1297.17,1094.46,197.0,6.657
2019-10-02,1245.56,1094.16,196.95,6.581
2019-10-03,1266.43,1093.89,196.9,6.423
2019-10-04,1279.58,1093.63,196.85,6.562
2019-10-05,1297.73,1093.4,196.81,6.687
2019-10-06,1248.4,1093.19,196.77,6.475
2019-10-07,1252.71,1093.0,196.74,6.393
2019-10-08,1228.13,1092.84,196.71,6.393
2019-10-09,1172.42,1092.7,196.69,6.179
2019-10-10,1202.05,1092.58,196.66,6.289
2019-10-11,1210.8,1092.49,196.65,6.431
2019-10-12,1210.7,1092.41,196.63,6.4
2019-10-13,1191.97,1092.37,196.63,6.328
2019-10-14,1180.06,1092.35,196.62,6.326
2019-10-15,1199.48,1092.35,196.62,6.263
2019-10-16,1180.06,1092.37,196.63,6.378
2019-10-17,1152.82,1092.42,196.64,6.37
2019-10-18,1231.83,1092.5,196.65,6.681
2019-10-19,1234.32,1092.6,196.67,6.635
2019-10-20,1259.74,1092.72,196.69,6.565
2019-10-21,1236.62,1092.87,196.72,6.582
2019-10-22,1244.88,1093.04,196.75,6.579
2019-10-23,1205.07,1093.24,196.78,6.6
2019-10-24,1208.82,1093.46,196.82,6.58
2019-10-25,1218.45,1093.7,196.87,6.709
2019-10-26,1225.06,1093.97,196.91,6.648
2019-10-27,1211.74,1094.26,196.97,6.593
2019-10-28,1268.36,1094.57,197.02,6.785
2019-10-29,1267.16,1094.9,197.08,6.482
2019-10-30,1248.54,1095.26,197.15,6.679
2019-10-31,1276.94,1095.64,197.22,6.841
2019-11-01,1275.01,1096.04,197.29,6.749
2019-11-02,1292.64,1096.46,197.36,6.97
2019-11-03,1253.08,1096.91,197.44,6.563
2019-11-04,1284.23,1097.37,197.53,6.6
2019-11-05,1219.68,1097.85,197.61,6.241
2019-11-06,1236.81,1098.36,197.7,6.38
2019-11-07,1209.93,1098.88,197.8,6.537
2019-11-08,1167.96,1099.41,197.89,6.635
2019-11-09,1196.96,1099.97,197.99,6.525
2019-11-10,1215.91,1100.54,198.1,6.558
2019-11-11,1214.04,1101.13,198.2,6.349
2019-11-12,1244.15,1101.74,198.31,6.348
2019-11-13,1213.77,1102.36,198.42,6.798
2019-11-14,1196.23,1102.99,198.54,6.607
2019-11-15,1187.17,1103.64,198.66,6.501
2019-11-16,1205.87,1104.3,198.77,6.458
2019-11-17,1162.85,1104.98,198.9,6.35
2019-11-18,1237.83,1105.66,199.02,6.78
2019-11-19,1213.09,1106.36,199.14,6.652
2019-11-20,1265.67,1107.06,199.27,6.798
2019-11-21,1241.89,1107.77,199.4,6.862
2019-11-22,1217.96,1108.5,199.53,6.986
2019-11-23,1232.78,1109.23,199.66,6.752
2019-11-24,1249.73,1109.96,199.79,6.647
2019-11-25,1237.57,1110.71,199.93,6.759
2019-11-26,1237.08,1111.46,200.06,6.833
2019-11-27,1241.16,1112.21,200.2,6.889
2019-11-28,1270.43,1112.96,200.33,6.84
2019-11-29,1262.95,1113.72,200.47,7.047
2019-11-30,1268.83,1114.48,200.61,6.833
2019-12-01,1257.21,1115.24,200.74,6.783
2019-12-02,1295.63,1116.0,200.88,6.689
2019-12-03,1296.48,1116.76,201.02,6.988
2019-12-04,1298.93,1117.52,201.15,6.996
2019-12-05,1314.7,1118.28,201.29,7.082
2019-12-06,1259.74,1119.03,201.42,6.939
2019-12-07,1260.21,1119.78,201.56,7.084
2019-12-08,1256.93,1120.52,201.69,6.465
2019-12-09,1238.01,1121.26,201.83,6.539
2019-12-10,1228.0,1121.99,201.96,6.584
2019-12-11,1213.45,1122.71,202.09,6.645
2019-12-12,1218.29,1123.42,202.22,6.707
2019-12-13,1225.92,1124.13,202.34,6.831
2019-12-14,1201.85,1124.82,202.47,6.678
2019-12-15,1214.73,1125.51,202.59,6.789
2019-12-16,1184.95,1126.18,202.71,6.713
2019-12-17,1163.64,1126.84,202.83,6.795
2019-12-18,1282.9,1127.49,202.95,7.138
2019-12-19,1250.07,1128.12,203.06,7.239
2019-12-20,1238.89,1128.74,203.17,7.153
2019-12-21,1231.36,1129.35,203.28,7.41
2019-12-22,1264.28,1129.94,203.39,7.109
2019-12-23,1286.24,1130.51,203.49,6.815
2019-12-24,1249.6,1131.07,203.59,6.95
2019-12-25,1257.56,1131.61,203.69,6.951
2019-12-26,1290.95,1132.13,203.78,7.252
2019-12-27,1233.66,1132.63,203.87,7.267
2019-12-28,1323.66,1133.11,203.96,7.183
2019-12-29,1341.58,1133.58,204.04,7.406
2019-12-30,1235.93,1134.02,204.12,7.188
2019-12-31,1300.89,1134.44,204.2,7.241
2020-01-01,1294.4,1134.84,204.27,7.132
2020-01-02,1310.89,1135.22,204.34,7.214
2020-01-03,1313.08,1135.58,204.4,7.37
2020-01-04,1344.55,1135.91,204.46,7.344
2020-01-05,1327.3,1136.23,204.52,7.026
2020-01-06,1311.36,1136.52,204.57,7.185
2020-01-07,1327.73,1136.78,204.62,7.24
2020-01-08,1271.46,1137.03,204.66,7.052
2020-01-09,1231.27,1137.25,204.7,7.071
2020-01-10,1216.98,1137.44,204.74,7.135
2020-01-11,1291.79,1137.61,204.77,7.136
2020-01-12,1227.69,1137.76,204.8,7.093
2020-01-13,1232.05,1137.89,204.82,7.113
2020-01-14,1219.23,1137.98,204.84,7.201
2020-01-15,1232.93,1138.06,204.85,7.126
2020-01-16,1253.05,1138.11,204.86,7.196
2020-01-17,1220.56,1138.14,204.86,7.334
2020-01-18,1238.98,1138.14,204.86,7.563
2020-01-19,1237.6,1138.11,204.86,7.362
2020-01-20,1256.19,1138.07,204.85,7.466
2020-01-21,1257.37,1138.0,204.84,7.52
2020-01-22,1225.14,1137.9,204.82,7.647
2020-01-23,1282.27,1137.79,204.8,7.795
2020-01-24,1242.96,1137.64,204.78,7.508
2020-01-25,1303.62,1137.48,204.75,7.57
2020-01-26,1315.85,1137.29,204.71,7.494
2020-01-27,1276.25,1137.08,204.67,7.438
2020-01-28,1297.91,1136.85,204.63,7.402
2020-01-29,1268.05,1136.59,204.59,7.391
2020-01-30,1315.8,1136.32,204.54,7.669
2020-01-31,1297.78,1136.02,204.48,7.595
2020-02-01,1290.93,1135.7,204.43,7.654
2020-02-02,1313.75,1135.37,204.37,7.472
2020-02-03,1314.06,1135.01,204.3,7.392
2020-02-04,1320.08,1134.63,204.23,7.581
2020-02-05,1279.65,1134.24,204.16,7.41
2020-02-06,1241.52,1133.82,204.09,7.549
2020-02-07,1295.49,1133.39,204.01,7.771
2020-02-08,1225.24,1132.94,203.93,7.498
2020-02-09,1285.64,1132.48,203.85,7.445
2020-02-10,1222.26,1132.0,203.76,7.213
2020-02-11,1238.14,1131.51,203.67,7.217
2020-02-12,1220.2,1131.0,203.58,7.648
2020-02-13,1215.8,1130.47,203.49,7.435
2020-02-14,1233.24,1129.94,203.39,7.448
2020-02-15,1241.02,1129.39,203.29,7.524
2020-02-16,1227.11,1128.83,203.19,7.439
2020-02-17,1185.65,1128.26,203.09,7.296
2020-02-18,1263.25,1127.68,202.98,7.646
2020-02-19,1237.83,1127.09,202.88,7.916
2020-02-20,1230.42,1126.49,202.77,7.758
2020-02-21,1225.67,1125.89,202.66,7.715
