date,term_days,demand_bln,allotment_bln,cut_rate,weighted_avg_rate,key_rate
2023-06-16,7,863.43,962.6,7.404,7.446,7.217
2023-06-17,7,1078.43,998.96,7.402,7.328,7.209
2023-06-18,7,1249.63,975.11,7.537,7.375,7.201
2023-06-19,7,1100.7,890.25,7.369,7.408,7.194
2023-06-20,7,1264.88,963.67,7.54,7.448,7.188
2023-06-21,7,1202.4,941.47,7.484,7.479,7.183
2023-06-22,7,1273.23,929.12,7.672,7.588,7.178
2023-06-23,7,1235.75,926.57,7.567,7.545,7.175
2023-06-24,7,1234.37,929.21,7.473,7.421,7.173
2023-06-25,7,1177.42,892.42,7.375,7.375,7.173
2023-06-26,7,1142.36,904.75,7.59,7.529,7.174
2023-06-27,7,1213.39,947.02,7.605,7.522,7.177
2023-06-28,7,1165.1,875.36,7.54,7.503,7.182
2023-06-29,7,1119.11,858.37,7.618,7.548,7.19
2023-06-30,7,1253.71,886.71,7.556,7.41,7.2
2023-07-01,7,1131.32,843.8,7.687,7.607,7.212
2023-07-02,7,1122.36,817.65,7.703,7.797,7.228
2023-07-03,7,1067.81,860.58,7.518,7.377,7.248
2023-07-04,7,1322.25,918.16,7.568,7.53,7.27
2023-07-05,7,1146.19,861.09,7.877,7.815,7.297
2023-07-06,7,1130.35,863.86,7.829,7.871,7.328
2023-07-07,7,1198.31,778.42,7.699,7.593,7.364
2023-07-08,7,1089.31,863.91,7.525,7.48,7.404
2023-07-09,7,1103.94,847.7,7.724,7.708,7.449
2023-07-10,7,1047.13,817.28,7.679,7.621,7.499
2023-07-11,7,1062.51,843.26,7.815,7.727,7.555
2023-07-12,7,1065.92,839.63,7.914,7.862,7.616
2023-07-13,7,1095.66,793.64,7.994,7.928,7.683
2023-07-14,7,1206.78,839.71,8.182,8.116,7.756
2023-07-15,7,1189.96,867.73,8.337,8.333,7.835
2023-07-16,7,1285.0,815.94,8.257,8.227,7.92
2023-07-17,7,1130.6,792.01,8.317,8.294,8.011
2023-07-18,7,1294.17,815.0,8.758,8.724,8.108
2023-07-19,7,1360.37,850.35,8.984,8.982,8.211
2023-07-20,7,1276.29,777.13,8.954,8.969,8.319
2023-07-21,7,1500.59,840.3,9.193,9.129,8.432
2023-07-22,7,1468.68,796.71,9.203,9.194,8.55
2023-07-23,7,1627.14,829.69,9.422,9.307,8.672
2023-07-24,7,1565.14,802.62,9.482,9.319,8.798
2023-07-25,7,1661.69,804.07,9.734,9.775,8.927
2023-07-26,7,1802.52,879.13,9.885,9.819,9.059
2023-07-27,7,1632.33,778.78,10.107,10.069,9.193
2023-07-28,7,1777.81,847.71,10.365,10.254,9.327
2023-07-29,7,2061.91,894.27,10.357,10.243,9.462
2023-07-30,7,1823.08,860.95,10.392,10.306,9.595
2023-07-31,7,1835.38,793.96,10.697,10.679,9.727
2023-08-01,7,1854.7,799.57,10.895,10.819,9.856
2023-08-02,7,2007.95,822.27,11.041,10.974,9.982
2023-08-03,7,2078.78,858.5,11.16,11.073,10.102
2023-08-04,7,2133.85,865.51,11.432,11.441,10.217
2023-08-05,7,1850.77,817.93,11.257,11.25,10.325
2023-08-06,7,2035.59,836.91,11.361,11.286,10.425
2023-08-07,7,1987.98,844.24,11.419,11.403,10.516
2023-08-08,7,2216.27,871.62,11.443,11.38,10.598
2023-08-09,7,2319.15,952.83,11.697,11.63,10.669
2023-08-10,7,2086.78,856.2,11.765,11.713,10.73
2023-08-11,7,2101.75,860.23,11.722,11.704,10.778
2023-08-12,7,2163.99,860.34,11.849,11.754,10.815
2023-08-13,7,2258.39,927.82,11.871,11.847,10.838
2023-08-14,7,2273.71,909.69,11.848,11.923,10.849
2023-08-15,7,2204.89,885.27,11.834,11.793,10.847
2023-08-16,7,2285.93,909.35,11.913,11.864,10.832
2023-08-17,7,2257.37,899.66,11.829,11.775,10.803
2023-08-18,7,2566.84,942.9,11.952,11.926,10.761
2023-08-19,7,2767.0,1031.51,11.866,11.736,10.707
2023-08-20,7,2674.43,961.67,11.847,11.882,10.641
2023-08-21,7,2516.07,943.77,11.838,11.837,10.563
2023-08-22,7,2611.44,928.15,11.675,11.593,10.474
2023-08-23,7,2342.76,908.55,11.521,11.472,10.374
2023-08-24,7,2578.59,985.13,11.434,11.357,10.266
2023-08-25,7,2413.75,986.82,11.378,11.343,10.148
2023-08-26,7,2447.97,950.01,11.159,11.112,10.023
2023-08-27,7,2394.53,1011.75,10.982,10.943,9.89
2023-08-28,7,2349.8,972.64,10.847,10.746,9.753
2023-08-29,7,2315.98,1001.29,10.612,10.538,9.61
2023-08-30,7,2292.25,986.45,10.464,10.472,9.464
2023-08-31,7,2157.78,971.42,10.232,10.155,9.315
2023-09-01,7,2012.43,945.36,9.966,9.784,9.164
2023-09-02,7,2067.51,974.47,9.936,9.878,9.012
2023-09-03,7,2239.16,1009.42,9.755,9.825,8.861
2023-09-04,7,2005.28,962.17,9.523,9.516,8.711
2023-09-05,7,1667.56,994.95,9.251,9.172,8.563
2023-09-06,7,1712.36,940.89,8.935,8.883,8.417
2023-09-07,7,1623.17,1004.93,8.68,8.664,8.274
2023-09-08,7,1679.42,987.04,8.6,8.462,8.136
2023-09-09,7,1531.57,932.1,8.371,8.279,8.002
2023-09-10,7,1548.91,964.06,8.367,8.336,7.872
2023-09-11,7,1668.89,1001.88,8.131,8.16,7.748
2023-09-12,7,1303.3,922.26,8.127,8.055,7.63
2023-09-13,7,1381.08,925.56,7.991,8.019,7.518
2023-09-14,7,1444.94,957.02,7.712,7.624,7.411
2023-09-15,7,1365.42,1030.24,7.6,7.381,7.311
2023-09-16,7,1194.07,927.88,7.595,7.582,7.217
2023-09-17,7,1249.09,964.36,7.524,7.501,7.128
2023-09-18,7,1463.27,951.5,7.387,7.373,7.046
2023-09-19,7,1260.41,916.92,7.479,7.464,6.97
2023-09-20,7,1415.71,938.18,7.196,7.156,6.9
2023-09-21,7,1213.87,911.69,7.25,7.187,6.835
2023-09-22,7,1390.26,909.53,7.31,7.249,6.776
2023-09-23,7,1243.79,858.49,7.399,7.326,6.722
2023-09-24,7,1406.34,910.28,7.08,7.01,6.673
2023-09-25,7,1341.0,937.05,6.946,6.805,6.628
2023-09-26,7,1208.94,902.01,6.956,6.845,6.588
2023-09-27,7,1202.22,932.59,6.959,6.901,6.552
2023-09-28,7,1238.02,909.18,6.861,6.699,6.52
2023-09-29,7,1172.85,881.28,6.806,6.656,6.491
2023-09-30,7,1215.37,855.97,6.816,6.749,6.465
2023-10-01,7,1063.83,855.62,6.854,6.798,6.443
2023-10-02,7,1201.8,815.99,6.786,6.72,6.423
2023-10-03,7,1200.64,853.09,6.708,6.539,6.406
2023-10-04,7,1107.83,862.72,6.707,6.735,6.392
2023-10-05,7,1314.6,913.02,6.712,6.59,6.379
2023-10-06,7,1066.09,867.07,6.652,6.561,6.368
2023-10-07,7,1062.73,814.16,6.664,6.551,6.359
2023-10-08,7,761.63,790.17,6.563,6.578,6.351
2023-10-09,7,1005.01,829.73,6.485,6.456,6.345
2023-10-10,7,801.4,862.09,6.357,6.284,6.34
2023-10-11,7,777.18,823.0,6.575,6.498,6.337
2023-10-12,7,853.2,847.07,6.522,6.481,6.334
2023-10-13,7,952.63,819.49,6.376,6.263,6.332
2023-10-14,7,961.04,849.01,6.455,6.424,6.331
2023-10-15,7,815.82,766.47,6.42,6.343,6.331
2023-10-16,7,996.1,877.36,6.538,6.514,6.331
2023-10-17,7,815.82,781.5,6.454,6.429,6.332
2023-10-18,7,1107.59,847.83,6.679,6.6,6.334
2023-10-19,7,1138.18,810.52,6.672,6.519,6.335
2023-10-20,7,1022.12,816.38,6.57,6.508,6.338
2023-10-21,7,983.54,812.78,6.804,6.681,6.341
2023-10-22,7,1088.02,831.32,6.747,6.701,6.344
2023-10-23,7,1117.23,839.93,6.638,6.575,6.347
2023-10-24,7,1104.11,862.87,6.717,6.637,6.351
2023-10-25,7,1185.22,877.37,6.783,6.669,6.355
2023-10-26,7,1056.61,842.33,6.714,6.723,6.359
2023-10-27,7,1144.41,893.66,6.839,6.766,6.364
2023-10-28,7,1092.51,840.21,6.952,7.02,6.369
2023-10-29,7,1135.79,878.26,6.714,6.666,6.374
2023-10-30,7,1202.57,859.43,6.683,6.65,6.379
2023-10-31,7,1077.93,829.35,6.656,6.608,6.385
2023-11-01,7,1070.55,859.32,6.563,6.53,6.39
2023-11-02,7,1148.58,875.22,6.846,6.851,6.396
2023-11-03,7,1163.45,861.32,6.724,6.729,6.402
2023-11-04,7,1174.7,881.91,6.829,6.69,6.409
2023-11-05,7,1000.04,902.93,6.651,6.644,6.415
2023-11-06,7,815.9,877.13,6.485,6.46,6.422
2023-11-07,7,663.77,780.33,6.504,6.456,6.429
2023-11-08,7,1091.68,947.61,6.725,6.761,6.436
2023-11-09,7,959.25,884.0,6.587,6.625,6.443
2023-11-10,7,913.25,871.19,6.548,6.543,6.45
2023-11-11,7,957.67,866.24,6.524,6.447,6.458
2023-11-12,7,1083.0,899.36,6.604,6.495,6.466
2023-11-13,7,1043.22,896.94,6.744,6.732,6.473
2023-11-14,7,1010.06,896.26,6.686,6.704,6.481
2023-11-15,7,884.57,903.49,6.654,6.503,6.49
2023-11-16,7,941.05,951.08,6.775,6.779,6.498
2023-11-17,7,866.5,1008.62,6.768,6.705,6.506
2023-11-18,7,1282.53,971.11,6.892,6.751,6.515
2023-11-19,7,1340.1,986.31,7.096,7.069,6.524
2023-11-20,7,1280.86,938.21,6.863,6.858,6.533
2023-11-21,7,1270.06,959.24,6.979,6.912,6.542
2023-11-22,7,1225.45,974.38,6.869,6.767,6.551
2023-11-23,7,1151.31,939.96,6.982,7.018,6.56
2023-11-24,7,1145.49,951.42,6.9,6.816,6.57
2023-11-25,7,1255.91,999.19,6.966,6.974,6.579
2023-11-26,7,1203.77,1010.06,7.13,7.004,6.589
2023-11-27,7,1377.38,976.53,7.025,6.996,6.599
2023-11-28,7,1089.16,934.25,6.997,6.966,6.609
2023-11-29,7,1213.19,967.28,6.907,6.9,6.619
2023-11-30,7,1035.19,928.34,6.994,7.018,6.629
2023-12-01,7,1270.69,982.19,6.908,6.818,6.639
2023-12-02,7,1255.7,988.89,7.07,7.046,6.649
2023-12-03,7,1204.8,970.48,7.079,6.96,6.66
2023-12-04,7,1181.06,988.02,7.006,6.887,6.67
2023-12-05,7,1261.78,993.38,7.164,7.085,6.681
2023-12-06,7,992.97,986.61,6.964,6.934,6.692
2023-12-07,7,970.51,934.03,6.865,6.899,6.703
2023-12-08,7,1164.74,965.31,6.909,6.952,6.714
2023-12-09,7,1049.15,986.25,6.828,6.76,6.725
2023-12-10,7,1119.44,1024.54,6.864,6.829,6.736
2023-12-11,7,969.09,956.81,6.811,6.808,6.747
2023-12-12,7,969.79,982.32,6.87,6.858,6.758
2023-12-13,7,1037.88,990.19,6.911,6.853,6.77
2023-12-14,7,1186.16,948.69,6.798,6.752,6.781
2023-12-15,7,1018.4,991.62,6.989,6.933,6.792
2023-12-16,7,1067.15,989.1,7.036,6.975,6.804
2023-12-17,7,974.59,990.71,6.965,6.898,6.816
2023-12-18,7,1000.88,953.6,6.961,6.905,6.827
2023-12-19,7,1225.09,1015.14,7.169,7.098,6.839
2023-12-20,7,1322.92,905.83,7.089,6.982,6.851
2023-12-21,7,1312.88,996.39,7.164,7.157,6.862
2023-12-22,7,1322.13,943.52,7.34,7.316,6.874
2023-12-23,7,1190.07,958.05,7.041,7.085,6.886
2023-12-24,7,967.23,894.38,7.183,7.151,6.898
2023-12-25,7,1098.09,929.56,7.326,7.255,6.91
2023-12-26,7,1229.34,944.36,7.216,7.134,6.922
2023-12-27,7,1096.7,850.81,7.222,7.174,6.934
2023-12-28,7,1113.88,877.65,7.458,7.436,6.946
2023-12-29,7,985.75,803.01,7.338,7.276,6.958
2023-12-30,7,1165.46,866.4,7.395,7.271,6.97
2023-12-31,7,1031.76,838.9,7.372,7.285,6.982
2024-01-01,7,1106.67,854.82,7.357,7.308,6.994
2024-01-02,7,1234.12,959.93,7.457,7.444,7.006
2024-01-03,7,1132.72,913.1,7.52,7.396,7.018
2024-01-04,7,957.43,798.2,7.245,7.209,7.03
2024-01-05,7,1067.59,863.88,7.389,7.35,7.042
2024-01-06,7,1233.19,868.51,7.401,7.328,7.054
2024-01-07,7,1121.35,825.13,7.382,7.302,7.066
2024-01-08,7,950.48,839.92,7.307,7.22,7.078
2024-01-09,7,829.52,840.38,7.261,7.218,7.09
2024-01-10,7,730.19,780.97,7.406,7.412,7.102
2024-01-11,7,898.49,789.73,7.352,7.362,7.114
2024-01-12,7,931.52,829.95,7.385,7.279,7.126
2024-01-13,7,876.22,825.86,7.192,7.132,7.138
2024-01-14,7,812.63,796.42,7.235,7.075,7.149
2024-01-15,7,739.44,792.64,7.253,7.209,7.161
2024-01-16,7,914.44,816.91,7.429,7.409,7.173
2024-01-17,7,974.38,851.06,7.257,7.286,7.184
2024-01-18,7,994.13,817.76,7.471,7.332,7.196
2024-01-19,7,1061.51,878.01,7.468,7.363,7.208
2024-01-20,7,1092.72,798.02,7.789,7.746,7.219
2024-01-21,7,1012.3,830.67,7.569,7.438,7.23
2024-01-22,7,1148.82,813.42,7.634,7.593,7.242
2024-01-23,7,1070.41,848.68,7.512,7.493,7.253
2024-01-24,7,995.43,803.36,7.691,7.577,7.264
2024-01-25,7,1147.69,901.14,7.483,7.44,7.275
2024-01-26,7,963.73,777.79,7.558,7.447,7.286
2024-01-27,7,1224.89,900.59,7.589,7.608,7.297
2024-01-28,7,1136.49,847.58,7.676,7.636,7.308
2024-01-29,7,1177.8,867.91,7.605,7.523,7.319
2024-01-30,7,1155.88,899.69,7.802,7.69,7.33
2024-01-31,7,1094.88,887.62,7.73,7.7,7.34
2024-02-01,7,1062.25,836.89,7.645,7.663,7.351
2024-02-02,7,1098.09,888.46,7.791,7.702,7.361
2024-02-03,7,1301.31,938.0,7.69,7.618,7.371
2024-02-04,7,1143.46,846.89,7.684,7.597,7.381
2024-02-05,7,998.38,957.51,7.613,7.641,7.391
2024-02-06,7,880.6,902.37,7.355,7.21,7.401
2024-02-07,7,1031.6,879.26,7.62,7.634,7.411
2024-02-08,7,921.67,868.73,7.514,7.445,7.421
2024-02-09,7,933.3,897.77,7.523,7.47,7.43
2024-02-10,7,989.31,842.7,7.747,7.679,7.44
2024-02-11,7,910.4,902.1,7.557,7.519,7.449
2024-02-12,7,935.2,912.85,7.685,7.598,7.458
2024-02-13,7,917.82,889.76,7.64,7.643,7.467
2024-02-14,7,905.67,958.71,7.657,7.662,7.476
2024-02-15,7,999.88,929.9,7.615,7.516,7.485
2024-02-16,7,910.03,920.14,7.619,7.603,7.494
2024-02-17,7,939.7,935.64,7.774,7.707,7.502
2024-02-18,7,1169.77,963.85,7.935,7.887,7.51
2024-02-19,7,1171.83,958.14,7.829,7.855,7.519
2024-02-20,7,1124.6,934.92,7.793,7.709,7.527
2024-02-21,7,1247.78,967.44,7.838,7.834,7.534
2024-02-22,7,1212.97,964.55,7.971,7.944,7.542
2024-02-23,7,1183.91,929.4,7.994,7.934,7.55
2024-02-24,7,1402.6,961.81,7.951,7.92,7.557
2024-02-25,7,1250.58,994.45,7.785,7.747,7.564
2024-02-26,7,1313.27,996.11,7.982,7.874,7.571
2024-02-27,7,1287.11,969.57,8.032,7.952,7.578
2024-02-28,7,1268.1,1002.47,7.949,7.847,7.585
2024-02-29,7,1221.19,945.26,8.1,8.036,7.591
2024-03-01,7,1203.92,946.74,7.842,7.859,7.598
2024-03-02,7,1249.11,971.16,8.009,7.988,7.604
2024-03-03,7,1262.19,1031.98,7.878,7.757,7.61
2024-03-04,7,1211.39,984.5,8.05,7.987,7.616
2024-03-05,7,1230.65,967.99,8.02,7.982,7.621
2024-03-06,7,1145.76,1030.13,8.121,8.108,7.627
2024-03-07,7,1127.73,964.13,7.822,7.74,7.632
2024-03-08,7,1284.16,1050.12,7.755,7.643,7.637
2024-03-09,7,1011.92,951.39,7.753,7.7,7.642
2024-03-10,7,1027.02,930.91,7.777,7.755,7.647
2024-03-11,7,1087.86,957.22,7.76,7.722,7.651
2024-03-12,7,897.52,950.73,7.913,7.819,7.656
2024-03-13,7,1042.53,927.3,7.912,7.95,7.66
2024-03-14,7,1059.05,1042.49,7.694,7.639,7.664
2024-03-15,7,1181.68,958.17,7.82,7.78,7.667
2024-03-16,7,992.14,958.64,7.826,7.743,7.671
2024-03-17,7,1034.4,921.39,7.762,7.767,7.674
2024-03-18,7,1145.63,912.32,8.062,8.041,7.677
2024-03-19,7,1392.61,963.26,8.147,8.113,7.68
2024-03-20,7,1061.12,863.4,8.104,7.997,7.683
2024-03-21,7,1195.03,876.63,8.143,8.148,7.686
2024-03-22,7,1191.39,902.48,7.98,7.968,7.688
2024-03-23,7,1240.96,952.87,8.043,8.044,7.69
2024-03-24,7,1142.6,886.89,7.981,7.933,7.692
2024-03-25,7,1105.91,908.98,8.063,8.009,7.694
2024-03-26,7,946.0,889.84,8.072,8.012,7.695
2024-03-27,7,1259.32,928.74,8.123,8.187,7.697
2024-03-28,7,1012.39,822.48,8.153,8.076,7.698
2024-03-29,7,1225.03,898.4,8.104,7.994,7.698
2024-03-30,7,1117.05,860.5,7.98,7.912,7.699
2024-03-31,7,1222.33,894.81,7.941,7.865,7.7
2024-04-01,7,1105.92,828.93,8.092,8.105,7.7
2024-04-02,7,916.01,853.83,8.17,8.052,7.7
2024-04-03,7,1114.7,844.99,8.048,7.97,7.7
2024-04-04,7,1005.61,809.34,7.927,7.887,7.7
2024-04-05,7,1084.75,795.73,8.216,8.229,7.699
2024-04-06,7,1075.76,816.64,8.087,8.073,7.698
2024-04-07,7,1104.98,838.22,8.061,8.092,7.697
2024-04-08,7,826.92,804.23,7.753,7.72,7.696
2024-04-09,7,797.76,816.54,7.846,7.786,7.695
2024-04-10,7,771.5,759.82,7.898,7.891,7.693
2024-04-11,7,734.72,810.94,7.882,7.763,7.691
2024-04-12,7,860.58,858.2,7.785,7.649,7.689
2024-04-13,7,789.11,845.9,7.833,7.831,7.687
2024-04-14,7,764.25,817.4,7.785,7.746,7.685
2024-04-15,7,877.73,828.58,7.965,7.963,7.682
2024-04-16,7,864.41,791.06,7.901,7.808,7.679
2024-04-17,7,918.93,877.29,7.784,7.799,7.676
2024-04-18,7,1099.2,893.59,7.93,7.913,7.673
2024-04-19,7,988.98,828.15,8.042,7.99,7.67
2024-04-20,7,1138.32,914.59,7.977,7.937,7.666
2024-04-21,7,965.81,802.02,7.979,7.946,7.662
2024-04-22,7,992.13,784.31,7.917,7.825,7.658
2024-04-23,7,925.38,805.88,7.923,7.854,7.654
2024-04-24,7,1095.36,825.99,8.013,7.979,7.65
2024-04-25,7,1124.07,917.88,7.974,7.902,7.645
2024-04-26,7,1080.0,830.71,8.19,8.067,7.64
2024-04-27,7,1092.01,814.34,8.033,7.998,7.635
2024-04-28,7,1059.19,817.13,7.888,7.88,7.63
2024-04-29,7,1191.04,892.88,7.852,7.855,7.625
2024-04-30,7,985.93,892.51,8.001,7.978,7.619
2024-05-01,7,1040.39,845.45,7.932,7.923,7.614
2024-05-02,7,1089.05,801.81,8.064,8.064,7.608
2024-05-03,7,1092.03,833.14,7.974,7.928,7.602
2024-05-04,7,1330.24,938.19,7.787,7.631,7.595
2024-05-05,7,1276.23,907.48,7.857,7.865,7.589
2024-05-06,7,957.07,891.16,7.678,7.584,7.582
2024-05-07,7,988.47,959.83,7.761,7.654,7.576
2024-05-08,7,942.71,968.54,7.634,7.529,7.569
2024-05-09,7,915.12,904.32,7.724,7.798,7.562
2024-05-10,7,926.31,910.52,7.597,7.569,7.554
2024-05-11,7,898.54,896.26,7.697,7.595,7.547
2024-05-12,7,890.69,912.09,7.719,7.635,7.539
2024-05-13,7,947.23,875.34,7.798,7.748,7.532
2024-05-14,7,1043.89,880.38,7.693,7.67,7.524
2024-05-15,7,986.62,877.26,7.6,7.564,7.516
2024-05-16,7,1004.08,980.35,7.777,7.68,7.507
2024-05-17,7,1009.38,892.37,7.634,7.6,7.499
2024-05-18,7,1323.26,1019.67,7.902,7.822,7.49
2024-05-19,7,1178.08,930.01,7.783,7.785,7.482
2024-05-20,7,1287.31,1020.26,7.83,7.783,7.473
2024-05-21,7,1191.64,950.26,7.75,7.662,7.464
2024-05-22,7,1205.09,911.51,7.831,7.815,7.455
2024-05-23,7,1299.38,1014.21,7.86,7.829,7.446
2024-05-24,7,1237.13,1020.97,7.747,7.673,7.436
2024-05-25,7,1138.36,942.46,7.733,7.719,7.427
2024-05-26,7,1248.49,964.48,7.796,7.777,7.417
2024-05-27,7,1233.76,945.92,7.692,7.702,7.408
2024-05-28,7,1213.29,974.57,7.626,7.612,7.398
2024-05-29,7,1159.79,983.34,7.766,7.705,7.388
2024-05-30,7,1325.76,967.65,7.719,7.585,7.378
2024-05-31,7,1239.82,916.29,7.707,7.666,7.367
2024-06-01,7,1065.72,959.23,7.749,7.716,7.357
2024-06-02,7,1381.86,1003.41,7.75,7.702,7.347
2024-06-03,7,1216.07,970.31,7.673,7.473,7.336
2024-06-04,7,1239.73,964.62,7.586,7.57,7.326
2024-06-05,7,1074.42,941.6,7.414,7.318,7.315
2024-06-06,7,1123.75,950.55,7.501,7.485,7.304
2024-06-07,7,1151.25,1018.6,7.454,7.489,7.293
2024-06-08,7,990.62,926.43,7.388,7.326,7.282
2024-06-09,7,928.92,988.27,7.358,7.33,7.271
2024-06-10,7,853.36,961.1,7.459,7.411,7.26
2024-06-11,7,1080.08,964.14,7.381,7.357,7.249
2024-06-12,7,1071.48,925.79,7.448,7.403,7.238
2024-06-13,7,920.53,934.71,7.447,7.371,7.226
2024-06-14,7,968.97,942.19,7.34,7.244,7.215
2024-06-15,7,924.32,919.33,7.429,7.459,7.203
2024-06-16,7,947.24,944.14,7.353,7.325,7.192
2024-06-17,7,1071.67,943.37,7.352,7.343,7.18
2024-06-18,7,1285.02,998.1,7.343,7.313,7.168
2024-06-19,7,1159.51,926.37,7.429,7.428,7.157
2024-06-20,7,1251.62,844.21,7.422,7.327,7.145
2024-06-21,7,1093.19,946.29,7.458,7.412,7.133
2024-06-22,7,1173.07,892.86,7.48,7.456,7.121
2024-06-23,7,1144.38,964.84,7.472,7.486,7.109
2024-06-24,7,1182.4,940.35,7.47,7.554,7.098
2024-06-25,7,1109.71,865.68,7.381,7.351,7.086
2024-06-26,7,1208.11,903.22,7.479,7.396,7.074
2024-06-27,7,1064.05,851.85,7.556,7.447,7.062
2024-06-28,7,1076.33,867.56,7.371,7.276,7.05
2024-06-29,7,1105.57,886.1,7.335,7.246,7.038
2024-06-30,7,1061.17,896.56,7.321,7.126,7.026
2024-07-01,7,1167.81,884.31,7.37,7.287,7.014
2024-07-02,7,1100.18,851.2,7.309,7.295,7.002
2024-07-03,7,1215.23,931.35,7.201,7.155,6.989
2024-07-04,7,1046.67,827.77,7.211,7.148,6.977
2024-07-05,7,979.45,780.71,7.397,7.266,6.965
2024-07-06,7,1069.64,784.16,7.406,7.408,6.953
2024-07-07,7,1192.65,882.31,7.419,7.395,6.941
2024-07-08,7,960.11,825.41,7.097,7.047,6.929
2024-07-09,7,897.74,831.39,6.988,6.828,6.917
2024-07-10,7,932.28,804.93,7.02,6.946,6.905
2024-07-11,7,820.01,806.53,6.924,6.896,6.894
2024-07-12,7,820.6,793.67,6.909,6.858,6.882
2024-07-13,7,958.79,836.93,7.04,7.0,6.87
2024-07-14,7,912.57,816.64,7.051,7.035,6.858
2024-07-15,7,857.63,835.27,7.153,7.111,6.846
2024-07-16,7,804.27,832.32,6.978,6.96,6.835
2024-07-17,7,833.47,806.31,6.864,6.772,6.823
2024-07-18,7,937.32,771.32,7.151,7.04,6.811
2024-07-19,7,1083.87,769.81,7.127,7.101,6.8
2024-07-20,7,1239.99,931.76,7.099,7.083,6.788
2024-07-21,7,1063.48,879.83,7.154,7.13,6.777
2024-07-22,7,1041.21,877.62,7.018,6.975,6.765
2024-07-23,7,978.34,810.07,7.114,7.048,6.754
2024-07-24,7,1025.93,837.29,7.145,7.105,6.743
2024-07-25,7,1020.42,812.01,7.195,7.164,6.732
2024-07-26,7,1085.3,798.5,7.095,7.067,6.721
2024-07-27,7,987.5,827.97,7.143,7.223,6.71
2024-07-28,7,1306.97,899.39,7.013,6.917,6.699
2024-07-29,7,1059.59,887.03,7.013,7.125,6.688
2024-07-30,7,958.79,828.49,7.135,7.022,6.677
2024-07-31,7,1203.36,856.44,6.907,6.876,6.666
2024-08-01,7,1236.56,898.86,6.974,6.864,6.656
2024-08-02,7,1077.1,857.97,7.086,7.051,6.645
2024-08-03,7,1152.45,886.15,6.968,6.967,6.635
2024-08-04,7,1176.09,902.93,6.952,6.904,6.625
2024-08-05,7,963.44,908.1,6.744,6.742,6.615
2024-08-06,7,860.07,908.9,6.764,6.693,6.605
2024-08-07,7,751.57,882.7,6.832,6.679,6.595
2024-08-08,7,876.17,891.85,6.809,6.79,6.585
2024-08-09,7,1048.22,876.96,6.726,6.678,6.576
2024-08-10,7,1039.53,867.4,6.803,6.729,6.566
2024-08-11,7,950.17,923.35,6.734,6.663,6.557
2024-08-12,7,935.51,961.11,6.766,6.736,6.547
2024-08-13,7,953.5,889.25,6.606,6.515,6.538
2024-08-14,7,1032.98,951.95,6.818,6.787,6.529
2024-08-15,7,1070.04,974.48,6.688,6.697,6.52
2024-08-16,7,752.15,887.14,6.442,6.495,6.512
2024-08-17,7,1232.41,946.1,6.786,6.806,6.503
2024-08-18,7,1383.82,1017.07,6.845,6.803,6.495
2024-08-19,7,1232.05,982.36,6.805,6.768,6.486
2024-08-20,7,1092.31,900.86,6.78,6.71,6.478
2024-08-21,7,1338.63,992.32,6.856,6.782,6.47
2024-08-22,7,1238.56,945.73,6.742,6.735,6.463
2024-08-23,7,1275.29,998.37,6.759,6.693,6.455
2024-08-24,7,1243.86,951.93,6.753,6.722,6.448
2024-08-25,7,1230.43,975.77,6.767,6.669,6.44
2024-08-26,7,1250.02,959.97,6.742,6.76,6.433
2024-08-27,7,1301.11,979.67,6.844,6.778,6.426
2024-08-28,7,1245.69,960.1,6.791,6.795,6.419
2024-08-29,7,1257.23,972.13,6.794,6.709,6.413
2024-08-30,7,1296.35,938.42,6.805,6.717,6.406
2024-08-31,7,1137.61,995.96,6.742,6.759,6.4
2024-09-01,7,1186.58,983.76,6.662,6.581,6.394
2024-09-02,7,1169.73,919.51,6.882,6.754,6.388
2024-09-03,7,1222.43,1008.93,6.806,6.704,6.382
2024-09-04,7,1195.88,965.73,6.856,6.848,6.377
2024-09-05,7,1124.13,974.94,6.604,6.592,6.371
2024-09-06,7,1030.9,993.08,6.479,6.391,6.366
2024-09-07,7,880.65,974.53,6.323,6.242,6.361
2024-09-08,7,1016.37,1000.23,6.408,6.391,6.356
2024-09-09,7,996.97,945.31,6.552,6.568,6.351
2024-09-10,7,1040.15,987.63,6.489,6.435,6.347
2024-09-11,7,1041.21,951.33,6.459,6.437,6.343
2024-09-12,7,1044.61,960.16,6.289,6.283,6.339
2024-09-13,7,988.7,951.68,6.484,6.542,6.335
2024-09-14,7,931.61,975.96,6.395,6.287,6.331
2024-09-15,7,966.62,952.61,6.42,6.336,6.328
2024-09-16,7,906.71,906.55,6.543,6.467,6.325
2024-09-17,7,918.5,894.19,6.389,6.381,6.321
2024-09-18,7,1205.21,909.39,6.594,6.531,6.319
2024-09-19,7,1144.72,878.98,6.681,6.646,6.316
2024-09-20,7,1153.13,863.17,6.733,6.689,6.314
2024-09-21,7,1016.13,819.94,6.629,6.579,6.311
2024-09-22,7,1160.71,834.64,6.777,6.732,6.309
2024-09-23,7,1261.42,952.86,6.555,6.557,6.307
2024-09-24,7,1093.49,854.97,6.539,6.441,6.306
2024-09-25,7,1238.2,939.26,6.531,6.474,6.304
